Unit,Group Name/Partner,Date and Time,Borough,LocationType,Location,Event Name,Event Type,Category,Classification,Audience,Attendance
Recreation,sin información,09/15/2018 10:00:00 AM,Manhattan,Park,Thomas Jefferson Park,Jefferson Track Day,Community Based Event,Fitness,sin información,General Public,82.0
Recreation,sin información,09/22/2018 07:30:00 PM,Manhattan,Playground,Baruch Playground,Movies Under the Stars - Black Panther,Community Based Event,Mobile Unit,Movies,General Public,139.0
Recreation,sin información,09/22/2018 11:00:00 AM,Manhattan,Recreation Center,Pelham Fritz Recreation Center,Family and Friends Day,Community Based Event,Family Festival,sin información,General Public,120.0
Recreation,Alvin Ailey,09/22/2018 03:00:00 PM,Manhattan,Park,Highbridge Park,ACF Alvin Ailey: Revelations,Community Based Event,Arts/Culture,Dance,General Public,15.0
Recreation,sin información,09/21/2018 07:30:00 PM,Manhattan,Playground,Courtney Callender Playground,Movies Under the Stars - Toy Story,Community Based Event,Mobile Unit,Movies,General Public,72.0
Recreation,sin información,09/21/2018 06:00:00 PM,Manhattan,Recreation Center,Asser Levy Recreation Center,Art Inspired By... Alma Thomas,Community Based Event,Arts/Culture,AC&F,General Public,16.0
Recreation,sin información,09/21/2018 06:00:00 PM,Manhattan,Park,James J Walker Park,Movies Under the Stars - Grease Sing Along,Community Based Event,Mobile Unit,AC&F,General Public,67.0
Recreation,sin información,09/20/2018 07:30:00 PM,Manhattan,Playground,Corlears Hook Playground,Movies Under the Stars - The Greatest Showman,Community Based Event,Mobile Unit,Movies,General Public,111.0
Recreation,sin información,09/19/2018 07:30:00 PM,Manhattan,Playground,Poor Richard's Playground,Movies Under the Stars - Space Jam,Community Based Event,Mobile Unit,Movies,General Public,67.0
Recreation,sin información,09/20/2018 07:00:00 PM,Bronx,Playground,Slattery Playground,Movies Under The Stars: Black Panther,Community Based Event,Mobile Unit,Movies,General Public,20.0
Recreation,sin información,09/15/2018 08:00:00 PM,Queens,Playground,Ehrenreich/Austin Playground,"Movies Under the Stars ""Kubo and the Two Strings""",Community Based Event,Mobile Unit,Movies,General Public,67.0
Recreation,sin información,09/14/2018 08:00:00 PM,Queens,Park,Brookville Park,"Movies Under the Stars ""Coco""",Community Based Event,Mobile Unit,Movies,General Public,21.0
Recreation,sin información,09/15/2018 07:00:00 PM,Bronx,Recreation Center,Williamsbridge Oval Recreation Center,Movies Under The Stars: Honey I Shrunk The Kids,Community Based Event,Mobile Unit,Lecture/Panel/Talk,General Public,73.0
Recreation,Harlem Dance Club,09/15/2018 04:00:00 PM,Manhattan,Park,Marcus Garvey Park,Harlem Dance Festival,Community Based Event,Arts/Culture,Dance,General Public,1426.0
Recreation,sin información,09/15/2018 07:30:00 PM,Manhattan,Playground,Matthews - Palmer Playground,Movies Under the Stars - Rogue One: A Star Wars Story,Community Based Event,Mobile Unit,Movies,General Public,55.0
Recreation,NYPD,06/02/2018 12:00:00 AM,Manhattan,Park,Highbridge Park,sin información,Community Based Event,Sport,sin información,Teens,21.0
Recreation,Council Member Ben Kallos,09/14/2018 07:30:00 PM,Manhattan,Park,John Jay Park,Skate Night,Community Based Event,Family Festival,sin información,General Public,426.0
Recreation,Commissioner Castro's Office & Muslim Volunteers for NYC,09/14/2018 04:00:00 PM,Manhattan,Park,Ruppert Park,Jazz Concert - Yasser Tejeda & Palotre,Community Based Event,Arts/Culture,AC&F,General Public,345.0
Recreation,sin información,09/13/2018 07:30:00 PM,Manhattan,Playground,Raoul Wallemberg Playground,Movies Under the Stars - Smurfs: The Lost Village,Community Based Event,Mobile Unit,Movies,General Public,37.0
Recreation,sin información,09/13/2018 06:00:00 PM,Manhattan,Recreation Center,Tony Dapolito Recreation Center,AC&F Paint Night,Community Based Event,Arts/Culture,AC&F,General Public,32.0
Recreation,sin información,09/12/2018 07:30:00 PM,Manhattan,Recreation Center,Pelham Fritz Recreation Center,Movies Under the Stars - Drumline,Community Based Event,Mobile Unit,Movies,General Public,18.0
Recreation,Strictly Tango,09/11/2018 06:00:00 PM,Manhattan,Park,Washington Square Park,Strictly Tango Nights!,Community Based Event,Arts/Culture,Dance,General Public,125.0
Recreation,sin información,09/14/2018 07:00:00 PM,Bronx,Park,Van Cortlandt Park,Movies Under The Stars: Black Panther,Community Based Event,Mobile Unit,Movies,General Public,42.0
Recreation,sin información,09/13/2018 07:15:00 PM,Bronx,Other,Belmont Field,Movies Under The Stars: Captain Underpants,Community Based Event,Mobile Unit,Movies,General Public,48.0
Recreation,sin información,09/10/2018 08:30:00 PM,Queens,Park,Baisley Pond,Movies Under the Stars,Community Based Event,Mobile Unit,Movies,General Public,0.0
Recreation,sin información,09/09/2018 08:30:00 PM,Queens,Park,Elmhurst,Movies Under the Stars,Community Based Event,Mobile Unit,Movies,General Public,0.0
Recreation,sin información,09/08/2018 08:30:00 PM,Queens,Playground,St. Albans,Movies Under the Stars,Community Based Event,Mobile Unit,Movies,General Public,0.0
Recreation,sin información,09/07/2018 08:30:00 PM,Queens,Playground,Paul Raimonda,"Movies Under the Stars ""Brave""",Community Based Event,Mobile Unit,Movies,General Public,52.0
Recreation,sin información,09/06/2018 08:30:00 PM,Queens,Other,Beach 94th Street,Movies Under the Stars,Community Based Event,Mobile Unit,Movies,General Public,0.0
Recreation,sin información,09/02/2018 08:30:00 PM,Queens,Playground,Yellowstone Playground,"Movies Under the Stars ""The Little Mermaid""",Community Based Event,Mobile Unit,Movies,General Public,107.0
Recreation,sin información,09/01/2018 08:30:00 PM,Queens,Playground,Ehrenreich/Austin Playground,"Movies Under the Stars ""Lego: Batman""",Community Based Event,Mobile Unit,Movies,General Public,68.0
Recreation,sin información,08/31/2018 08:30:00 PM,Queens,Park,Addabbo,"Movies Under the Stars ""Lego: Batman""",Community Based Event,Mobile Unit,Movies,Teens,85.0
Recreation,sin información,08/29/2018 08:30:00 PM,Queens,Park,Grover Cleveland,"Movies Under the Stars ""Coco""",Community Based Event,Mobile Unit,Movies,General Public,112.0
Recreation,sin información,09/08/2018 07:30:00 PM,Bronx,Playground,Stars & Stripes Playground,Movies Under The Stars: Black Panther,Community Based Event,Family Festival,Movies,General Public,0.0
Recreation,Council Member Salamanca,09/08/2018 07:30:00 PM,Bronx,Park,Vidalia Park,Movies Under The Stars: Black Panther,Community Based Event,Mobile Unit,Movies,General Public,0.0
Recreation,sin información,09/07/2018 08:00:00 PM,Brooklyn,Park,Herbert Von King Park,"Movies Under the Stars "" School Daze""",Community Based Event,Mobile Unit,Movies,General Public,80.0
Recreation,sin información,09/08/2018 07:30:00 PM,Manhattan,Park,Carl Schurz Park,Movies Under the Stars - A Wrinkle in Time,Community Based Event,Mobile Unit,Movies,General Public,23.0
Recreation,sin información,09/07/2018 07:30:00 PM,Manhattan,Park,St. Nicholas Park,"Movies Under the Stars - Love, Beats, Rhymes",Community Based Event,Mobile Unit,Movies,General Public,115.0
Recreation,sin información,09/07/2018 07:30:00 PM,Manhattan,Recreation Center,Hansborough Recreation Center,Movies Under the Stars - Black Panther,Community Based Event,Mobile Unit,Movies,General Public,65.0
Recreation,sin información,09/05/2018 07:30:00 PM,Manhattan,Playground,Sheltering Arms Playground,Movies Under the Stars - A Wrinkle in Time,Community Based Event,Mobile Unit,Movies,General Public,20.0
Recreation,sin información,09/05/2018 07:30:00 PM,Manhattan,Playground,St. Nicholas Playground South,Movies Under the Stars - The Lego Batman Movie,Community Based Event,Mobile Unit,Movies,General Public,15.0
Recreation,sin información,09/04/2018 07:30:00 PM,Manhattan,Park,Washington Market Park,Movies Under the Stars - A Wrinkle in Time,Community Based Event,Mobile Unit,Movies,General Public,278.0
Recreation,Strictly Tango,09/04/2018 06:00:00 PM,Manhattan,Park,Washington Square Park,Dance Away the Night: Strictly Tango,Community Based Event,Fitness,Dance,General Public,256.0
Recreation,sin información,09/07/2018 07:30:00 PM,Bronx,Park,Concrete Plant Park,Movies Under The Stars: A Wrinkle In Time,Community Based Event,Mobile Unit,Movies,General Public,19.0
Recreation,sin información,09/06/2018 07:30:00 PM,Bronx,Playground,Flynn Playground,Movies Under The Stars: Space Jam,Community Based Event,Mobile Unit,Movies,General Public,0.0
Recreation,sin información,09/01/2018 11:00:00 AM,Bronx,Other,2347 Lafayette Ave & Zerega,LTF Back 2 school,Community Based Event,Mobile Unit,Play,Children;#General Public,160.0
Recreation,sin información,08/25/2018 11:00:00 AM,Bronx,Other,158 St & Grand Concourse,Back To School Jam,Community Based Event,Mobile Unit,Play,Children;#General Public,300.0
Recreation,sin información,08/18/2018 11:00:00 AM,Bronx,Other,172 st & Bathgate Avenue,Back To School,Community Based Event,Mobile Unit,Play,Children;#General Public,40.0
Recreation,sin información,09/06/2018 06:00:00 PM,Manhattan,Other,Tony Dapolito Recreation Center,Roof Top Painting Workshop,Community Based Event,Arts/Culture,AC&F,Young Adult;#Adults;#Teens;#Adaptive;#Seniors;#General Public,33.0
Recreation,sin información,09/01/2018 12:30:00 PM,Staten Island,Recreation Center,Ocean Breeze Track & Field Athletic Complex,Movies Under the Stars: Charlie and the Chocolate Factory,Community Based Event,Mobile Unit,Movies,General Public,95.0
Recreation,sin información,08/31/2018 08:00:00 PM,Staten Island,Park,Bloomingdale Park,Movies Under the Stars: Star Wars: The Force Awakens,Community Based Event,Mobile Unit,Movies,General Public,15.0
Recreation,sin información,08/30/2018 08:00:00 PM,Staten Island,Park,Timoshenko,Movies Under the Stars: The Wizard of Oz,Community Based Event,Mobile Unit,Movies,General Public,125.0
Recreation,sin información,08/29/2018 08:00:00 PM,Staten Island,Recreation Center,Greenbelt Recreation Center,Movies Under the Stars: Bringing up Baby,Community Based Event,Mobile Unit,Movies,General Public,5.0
Recreation,sin información,08/25/2018 12:00:00 AM,Staten Island,Park,Cedar Grove,Movies Under the Stars: Descendants 2,Community Based Event,Mobile Unit,Movies,General Public,25.0
Recreation,sin información,08/25/2018 08:00:00 PM,Staten Island,Park,Cedar Grove,Movies Under the Stars:,Community Based Event,Mobile Unit,Movies,General Public,25.0
Recreation,sin información,08/25/2018 08:00:00 PM,Staten Island,Park,CPL. Thompson Park,Movies Under the Stars: The Fate of the Furious,Community Based Event,Mobile Unit,Movies,General Public,15.0
Recreation,sin información,08/24/2018 08:00:00 PM,Staten Island,Park,Westerleigh Park,Movies Under the Stars: Paddington,Community Based Event,Mobile Unit,Movies,General Public,45.0
Recreation,sin información,08/24/2018 08:00:00 PM,Staten Island,Park,Seaside Wildlife Nature Park,Movies Under the Stars: Tomb Raider,Community Based Event,Mobile Unit,Movies,General Public,30.0
Recreation,sin información,08/23/2018 08:00:00 PM,Staten Island,Park,Clove Lakes Park,Movies Under the Stars: The Goonies,Community Based Event,Mobile Unit,Movies,General Public,50.0
Recreation,sin información,08/22/2018 08:30:00 PM,Staten Island,Recreation Center,Greenbelt Recreation Center,Movies Under the Stars: His Girl Friday,Community Based Event,Mobile Unit,Movies,General Public,5.0
Recreation,sin información,08/21/2018 12:00:00 AM,Staten Island,Park,Lemon Creek Park,Movies Under the Stars: Pitch Perfect 3,Community Based Event,Mobile Unit,Movies,General Public,40.0
Recreation,sin información,08/17/2018 08:00:00 PM,Staten Island,Recreation Center,Ocean Breeze Track & Field Athletic Complex,Movies Under the Stars: Grease,Community Based Event,Mobile Unit,Movies,General Public,2.0
Recreation,sin información,08/17/2018 08:30:00 PM,Staten Island,Park,Von Briesen Park,Movies Under the Stars: The Lion King,Community Based Event,Mobile Unit,Movies,General Public,40.0
Recreation,sin información,08/15/2018 08:30:00 PM,Staten Island,Recreation Center,Greenbelt Recreation Center,Movies Under the Stars: A Funny thing Happened...,Community Based Event,Mobile Unit,Movies,General Public,5.0
Recreation,sin información,08/10/2018 08:30:00 PM,Staten Island,Park,Westerleigh Park,Movies Under the Stars: The incredibles,Community Based Event,Mobile Unit,Movies,General Public,75.0
Recreation,sin información,08/10/2018 12:00:00 AM,Staten Island,Park,Timoshenko,Movies Under the Stars: Dunkirk,Community Based Event,Mobile Unit,Movies,General Public,36.0
Recreation,sin información,08/09/2018 09:00:00 PM,Staten Island,Park,Conference House Park,Movies Under the Stars: Back to the future 2,Community Based Event,Mobile Unit,Movies,General Public,35.0
Recreation,sin información,08/04/2018 12:00:00 AM,Staten Island,Park,Seaside Wildlife Nature Park,Movies Under the Stars: Paddington,Community Based Event,Mobile Unit,Movies,General Public,40.0
Recreation,sin información,08/04/2018 09:00:00 PM,Staten Island,Park,Midland Field,Movies Under the Stars: Black Panther,Community Based Event,Mobile Unit,Movies,General Public,75.0
Recreation,sin información,08/31/2018 08:00:00 PM,Brooklyn,Park,Maria Hernandez Park,"Movies Under the Stars "" Teenage Mutant Ninja Turtles""",Community Based Event,Mobile Unit,Movies,General Public,300.0
Recreation,sin información,09/01/2018 08:00:00 PM,Manhattan,Playground,Frederick Douglass Playground,Movies Under the Stars - Wrinkle in Time,Community Based Event,Mobile Unit,Movies,General Public,276.0
Recreation,sin información,08/31/2018 06:00:00 PM,Manhattan,Park,J. Hood Wright Park,Movies Under the Stars - Sherlock Gnomes,Community Based Event,Mobile Unit,Movies,General Public,58.0
Recreation,sin información,08/30/2018 08:00:00 PM,Manhattan,Park,Washington Square Park,Movies Under the Stars - Autumn Sonata,Community Based Event,Mobile Unit,Movies,General Public,855.0
Recreation,sin información,08/29/2018 08:00:00 PM,Manhattan,Park,Morningside Park,Movies Under the Stars - Jumanji,Community Based Event,Mobile Unit,Movies,General Public,25.0
Recreation,Strictly Tango,08/28/2018 06:00:00 PM,Manhattan,Park,Washington Square Park,Strictly Tango,Community Based Event,Fitness,Dance,General Public,185.0
Recreation,sin información,08/28/2018 08:00:00 PM,Manhattan,Playground,Sol Lain Playground,Movies Under the Stars - Isle of Dogs,Community Based Event,Mobile Unit,Movies,General Public,87.0
Recreation,sin información,09/01/2018 07:30:00 PM,Bronx,Park,Joyce Kilmer Park,Movies Under The Stars: Avenger's: Age Of Ultron,Community Based Event,Mobile Unit,Movies,General Public,145.0
Recreation,sin información,08/31/2018 07:30:00 PM,Bronx,Recreation Center,Williamsbridge Oval Recreation Center,Movies Under The Stars: Coco,Community Based Event,Mobile Unit,Movies,General Public,78.0
Recreation,sin información,08/29/2018 08:00:00 PM,Brooklyn,Playground,Colonel David Marcus Playground,"Movies Under the Stars "" Despicable Me 3""",Community Based Event,Mobile Unit,Movies,General Public,250.0
Recreation,sin información,08/02/2018 08:00:00 PM,Brooklyn,Park,Herbert Von King Park,"Movies Under the Stars "" Thor Ragnarok""",Community Based Event,Mobile Unit,Movies,General Public,100.0
Recreation,sin información,08/30/2018 07:30:00 PM,Bronx,Playground,Allerton Playground,Movies Under The Stars: The Jungle Book,Community Based Event,Mobile Unit,Movies,General Public,16.0
Recreation,sin información,08/29/2018 07:30:00 PM,Bronx,Nature Center,Van Cortlandt Nature Center,Movies Under The Star's: A Wrinkle In Time,Community Based Event,Family Festival,Lecture/Panel/Talk,General Public,21.0
Recreation,Council Member Salalmanca,08/27/2018 08:00:00 PM,Bronx,Playground,Melrose Playground,Movies Under The Stars: Avenger's: Infinity Wars,Community Based Event,Mobile Unit,Movies,General Public,188.0
Recreation,sin información,08/28/2018 08:00:00 PM,Brooklyn,Park,Paerdegat Park,Movies Under the Stars : The Lego Ninjago Movie,Community Based Event,Mobile Unit,Movies,General Public,120.0
Recreation,sin información,08/28/2018 08:30:00 PM,Queens,Park,Wayanda Park,"Movies Under the Stars ""Avengers: Infinity War""",Community Based Event,Mobile Unit,Movies,General Public,61.0
Recreation,sin información,08/27/2018 08:00:00 PM,Brooklyn,Playground,Thomas Greene Playground,"Movies Under the Stars "" Diary of a Wimpy kid""",Community Based Event,Mobile Unit,Movies,General Public,100.0
Recreation,sin información,08/26/2018 08:00:00 PM,Brooklyn,Park,Kelly Park,"Movies Under the Stars "" The Lion King""",Community Based Event,Mobile Unit,Movies,General Public,250.0
Recreation,sin información,08/25/2018 08:00:00 PM,Brooklyn,Park,Brower Park,"Movies Under the Stars "" Marley""",Community Based Event,Mobile Unit,Movies,General Public,175.0
Recreation,sin información,08/24/2018 08:00:00 PM,Brooklyn,Park,Prospect Park,"Movies Under the Stars : Caribbean Film Festival""",Community Based Event,Mobile Unit,Movies,General Public,200.0
Recreation,sin información,08/23/2018 08:00:00 PM,Brooklyn,Park,Canarsie Park,"Movies Under the Stars "" Pan the music Oddessy""",Community Based Event,Mobile Unit,Movies,General Public,50.0
Recreation,sin información,08/22/2018 12:00:00 AM,Brooklyn,Playground,Harry Maze Playground,"Movies Under the Stars  "" Black Panther """,Community Based Event,Mobile Unit,Movies,General Public,100.0
Recreation,sin información,08/21/2018 08:00:00 PM,Brooklyn,Park,Carroll Park,"Movies Under the Stars ""Everything Everything""",Community Based Event,Mobile Unit,Movies,General Public,100.0
Recreation,sin información,08/27/2018 08:30:00 PM,Queens,Park,Highland Park,"Movies Under the Stars ""Coco""",Community Based Event,Mobile Unit,Movies,General Public,241.0
Recreation,sin información,08/26/2018 08:30:00 PM,Queens,Other,Beach 94th Street,"Movies Under the Stars ""Princess Bride""",Community Based Event,Mobile Unit,Movies,General Public,169.0
Recreation,Aridia Espinal,08/25/2018 08:30:00 PM,Queens,Park,Park of the Americas,"Movies Under the Stars ""Zootopia""",Community Based Event,Mobile Unit,Movies,General Public,203.0
Recreation,sin información,08/24/2018 08:00:00 PM,Bronx,Other,Orchard Beach,Movies Under The Stars: Black Panther,Community Based Event,Mobile Unit,Movies,General Public,500.0
Recreation,sin información,08/25/2018 08:00:00 PM,Bronx,Park,Henry Hudson Park,Movies Under The Stars: Daddy's Home 2,Community Based Event,Mobile Unit,Movies,General Public,23.0
Recreation,sin información,08/25/2018 06:00:00 PM,Manhattan,Playground,Martin Luther Kings JR Playground,Movies Under the Stars: A Balletrina's Tale,Community Based Event,Mobile Unit,Movies,General Public,52.0
Recreation,sin información,08/24/2018 08:00:00 PM,Manhattan,Playground,Carmansville Playground,Movies Under the Stars: Spider-Man Homecoming,Community Based Event,Mobile Unit,Movies,General Public,101.0
Recreation,sin información,08/24/2018 08:00:00 PM,Manhattan,Recreation Center,Hansborough Recreation Center,Movies Under the Stars: Daniel Le's The Butler,Community Based Event,Mobile Unit,Movies,General Public,65.0
Recreation,sin información,08/22/2018 08:00:00 PM,Manhattan,Playground,Booker T. Washington Playground,Movies Under the Stars: Thor Ragnarok,Community Based Event,Mobile Unit,Movies,General Public,101.0
Recreation,sin información,08/24/2018 08:30:00 PM,Queens,Park,Crocheron Park,"Movies Under the Stars ""Despicable Me 3""",Community Based Event,Mobile Unit,Movies,General Public,284.0
Recreation,sin información,08/22/2018 08:30:00 PM,Queens,Park,Unisphere - FMCP,"Movies Under the Stars ""Star Wars: The Last Jedi""",Community Based Event,Mobile Unit,Movies,General Public,212.0
Recreation,sin información,08/21/2018 08:30:00 PM,Queens,Recreation Center,Lost Battalion Hall Recreation Center,"Movies Under the Stars ""Paddington""",Community Based Event,Mobile Unit,Movies,General Public,37.0
